Institution,Medium,Access,Month,Day,Year,Narrator,Creator,Location_Tags,Topic_Tags,Description,Link
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",January,25,1992,Stacy Lansing,Vaniece Johnson,,"Native American, Ute",No general subjects listed.; About Narrator: No info provided.; Collection:U012 Box 1: Southern Ute Tribe Oral Histories ; Notes:Int-Southwest Studies student at Fort Lewis College.;,
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",May,1,1980,Stan Allen,Duane Smith,"Durango, La Plata County",Banks & Banking,"Bankers--Colorado--Durango Durango (Colo.)--History
; About Narrator: No info provided.; Collection:U003: Durango Oral Histories ; Notes: ;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",November,26,1978,Stan Wadsworth,Duane Smith,"Durango, La Plata County",Tourism,"No general subjects listed.; About Narrator: No info provided.; Collection:U003: Durango Oral Histories ; Notes:Resorts, etc; Resorts, etc",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,April,1,1997,Steffie Goodman,Elizabeth McPherson,"Durango, La Plata County",Medicine,"Midwifery--Colorado--Durango
Midwives--Colorado--Durango
Durango (Colo.)--History; About Narrator: A certified nurse midwife, who had been practicing midwifery for 18 years at the time of this interview.; Collection:U004: Southwest Oral History - BOX 33 ; Notes:By a student of Southwest Studies 341 (oral history class), for a class oral history project to document the current practice of midwifery in the Four Corners. Transcribed by the interviewer in April of 1997, formatted, and edited and indexed by Todd Ellison on April 23, 1997. A copy of the transcript was mailed to the narrator on April 23, 1997, who mailed us written corrections and clarifications on May 4 which were incorporated in the final transcript on May 22, 1997.; Found in Box #33. TA 11/13/2020",
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",July,5,1990,Stephen A. Roderick,Duane Smith,"Durango, La Plata County",Education & Schools,Universities and colleges--Colorado--Durango--Presidents Fort Lewis College. School of Education Durango (Colo.)--History; About Narrator: No info provided.; Collection:U001: FLC Oral Histories ; Notes: ;,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,February,21,2000,Stephen Hull,Anthony M. Begay,"Durango, La Plata County","Arts, Education & Schools","College students--Colorado--Durango--Biography Murals--Colorado--Breen La Plata County (Colo.); About Narrator: No info provided.; Collection:U001: FLC Oral Histories - BOX 36 ; Notes:Between two students of Southwest Studies 341, oral history. (Interview # 556 is on side A of this tape). Latter portion of the tape could not be transcribed, due to an equipment malfunction during the interview. First portion was transcribed by Fort Lewis College student archival assistant Brookes Boswell in March, 2000; edited and formatted by Archivist Todd Ellison on April 5, 2000.; Found in Box #37. TA 11/13/2020",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,August,18,2008,Steve Allen,Andrew Gulliford,,Outdoor Sports & Recreation,"No general subjects listed.; About Narrator: Wrote Utah's Canyon Country Place Names, Vol. 1 and 2.; ""widely recognized as being one of the foremost canyoneers and explorers of remote areas in the Southwest"".; Collection:U 018 ; Notes: ; Tape one. For the chapter: ""Wildnerness Values and Cayoneering in Southern Utah"".",
Center of Southwest Studies,Audio,Contact Institution,September,24,2008,Steve Munsell,Andrew Gulliford,,Outdoor Sports & Recreation,No general subjects listed.; About Narrator: Adventure Education program at Prescott College. ; Collection:U 018 ; Notes: ;,
Center of Southwest Studies,Video,Contact Institution,October,22,1988,Steve Zimmer,Matt Nichols,,Trading Posts & Trails,"Philmont Museum and Seton Library. Cimarron, NM 87714 Santa Fe Trail Trade Impact on Cimarron area, Lucien B. Maxwell, Kit Carson, outpost on the Rayado - Cimarron (N.M.)xHistory|vAnecdotes: Santa Fe Trail; About Narrator: No info provided.; Collection:U004: Southwest Oral History ; Notes:Interview at Philmont Museum and Seton Library (Cimarron, NM). Topics include the Santa Fe Trail, especially its trade impact on the Cimarron area; Lucien B. Maxwell; Kit Carson; outpost on the Rayado; VHS Tape / Accession 2004:01007",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",September,22,1971,Steven Wahl,Gregory C. Floyd A.; Thompson O'Neil,,Native American,No general subjects listed.; About Narrator: No info provided.; Collection:U008 Box 2: American Indian Oral History Project ; Notes:Minnesota Chippewa student at Fort Lewis College; Duke interview #1248.;,
Center of Southwest Studies,Audio,Contact Institution,,,,Stewart Norris,,,,"Oral history interview with Stewart Norris; About Narrator: No info provided.; Collection:M 063: Richard Ellis Papers - BOX 49 ; Notes:Interview conducted by a student in SW 330: Cowboys, Cattlemen and Popular Culture class.; 2005:11002.017 / Accn written on tape 2005:11002.078",
Center of Southwest Studies,"Audio, Transcript","Contact Institution, Online",April,18,1991,Sunshine Cloud Smith,Rita Cordalis,"Ignacio, Southern Ute Reservation, La Plata County","Ute, Education & Schools, Native American, Military & Veterans","Ute Indians Indian schools--Colorado--History Ignacio (Colo.)--History
; About Narrator: Southern Ute tribal elder, a granddaughter of Chief Ouray, a veteran, a tribal councilor, a parent, a spiritual leader and a teacher. Born October 20, 1916. According to the obituary in the Durango Herald on December 24, 2002, :Smith was the granddaughter of Chief Ouray and his wife, Chipeta. Friend and confidant of Frances Buck, the last Indian princess. Related to Strong Medicine Horse, a Ute child taken by the Sioux who became known as Crazy Horse. ... She died at Valley View Nursing Home in Mancos on Saturday, Dec. 21, 2002, from natural causes.""; Collection:U012: Southern Ute Tribe Oral Histories - BOX 19 ; Notes:By a Fort Lewis College Southwest Studies history student. Transcribed by Center of Southwest Studies staff on April 25, 1991. Rita Cordalis signed the new updated full oral history release on 10/12/2005 as the interviewer. In 2006 Todd Ellison drafted a lesson plan about oral history, for the Collaborative Digitization Program Database Heritage West to use, deriving in part from this interview.; MP3 Files available online",https://swcenter.fortlewis.edu/finding_aids/MP3/FLCu012284.sideA.mp3; https://swcenter.fortlewis.edu/finding_aids/MP3/FLCu012284.sideB.mp3
Center of Southwest Studies,"Audio, Transcript",Contact Institution,March,9,1995,Sunshine Cloud Smith,John T. Oberly,"Ignacio, La Plata County, Southern Ute Reservation","Ute, Daily Life, Native American","Ute Indians--Social life and customs Indians of North America--Story telling Ignacio (Colo.)--History
; About Narrator: Born in Ignacio. Attended Ignacio High School, Haskell Indian School (in Lawrence, Kansas), and the University of New Mexico.; Collection:U012: Southern Ute Tribe Oral Histories - BOX 24 ; Notes:Todd edited and formatted data file Smithsu3.trn on 11/16/2004. See also data file Smithsu2.trn , which is 6 pages and 55K.;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",,,1993,Sunshine Farris,Andrew Gulliford,,"Ute, Native American",Ute Trail (Colo.); About Narrator: No info provided.; Collection:U018: Andrew Gulliford Oral History Collection - BOX 43 ; Notes:No file; Date estimated,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,December,10,1993,Susan Davies; Katherine Ayres,Alexia Lopez,"Durango, La Plata County",Local Business,"Business enterprises--Colorado--Durango--History Durango (Colo.)--History; About Narrator: Katherine: cousin of Helen Sloan Daniels; Susan: niece of Katherine.; Collection:U004: Southwest Oral History - BOX 1 ; Notes:By a Fort Lewis College Southwest Studies major, a Navajo.;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,December,3,1991,Susan K. Vonkersburg,Travis Witkind,,"Education & Schools, Tourism","Schools--Arizona--Tucson Tourism--Arizona--Tucson Tucson (Ariz.)
; About Narrator: Moved to Tucson in 1950 when she was going to school.; Collection:U004: Southwest Oral History - BOX 21 ; Notes:Side B is blank. Transcribed by Center of Southwest Studies staff on July 31, 1992.;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",February,23,1998,Tansey Smith,Venaya Yazzie,,,"No general subjects listed.; About Narrator: No info provided.; Collection:U001: FLC Oral Histories ; Notes:By two Fort Lewis College students; the interview was a student in Southwest Studies 341 (oral history class). This audiotaped interview was transcribed by Center of Southwest Studies student worker Brookes Boswell in 2/1999 and was edited and formatted by Center Archivist Todd Ellison on February 24, 1999.;",
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",February,23,1993,Tansey Smith,Venaya Yazzie,"Durango, La Plata County","Native American, Education & Schools","Indians of North America- Education- Colorado- Durango, Universities and colleges - Colorado - Durango- Students, Durango (Colo.) - History; About Narrator: An Fort Lewis College student.; Collection:U001: FLC Oral Histories - BOX 34 ; Notes:An Fort Lewis College student.; By two Fort Lewis College students; the interview was a student in Southwest Studies 341 (oral history class). This audiotaped interview was transcribed by Center of Southwest Studies student worker Brookes Boswell in 2/1999 and was edited and formatted by Center Archivist Todd Ellison on February 24, 1999.
; Found in Box #35, updated tape #. TA 11/13/2020",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,February,12,1995,Teresa M. Underwood,Anne F. Hollister,"Durango, La Plata County",Education & Schools,"College students--Colorado--Durango--Biography Socio-cultural anthropology--Education Durango (Colo.)--History; About Narrator: Anthropology major at Fort Lewis College.; Collection:U001: FLC Oral Histories - BOX 24 ; Notes:By 2 non-traditional Fort Lewis College students of Southwest Studies 341. This audiotaped interview was transcribed by Center of Southwest Studies student worker Brookes Boswell on 2/18/1999 and was edited and formatted by Center Archivist Todd Ellison on February 22, 1999.;",
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",March,25,1996,Teresa Sells Gorman,Joanna M. Wilson,,"Religion, Native American","Christianity - Native Americans, Indians of North America - Religion, Window Rock (Ariz). 
; About Narrator: Navajo; Collection:U004: Southwest Oral History - BOX 32 ; Notes:Former state representative from this region. Interview continued on Feb. 21 and Aug. 14, 1974. Online Catalog says that a release is signed by Smith and the Center's director, but not by Wyatt's heir(s). But no release in present in the folder.; Found in Box #32, updated tape #. TA 11/11/2020",
Center of Southwest Studies,Audio,Contact Institution,September,19,2006,"Terese ""Terry"" Hershey",Andrew Gulliford,,Environmentalism,"No general subjects listed.; About Narrator: Conservationist and environmentalist, called ""the environmental grandmother of Houston"". Worked against Army Corps of Engineers plans to channelize the Buffalo Bayou River. Credited with inspiring the 1972 National Environmental Policy Act.; Collection:U 018 ; Notes: ;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",June,14,1967,Thelma Stiffarm,Gregory C. Floyd A.; Thompson O'Neil,,Native American,No general subjects listed.; About Narrator: No info provided.; Collection:U008 Box 2: American Indian Oral History Project ; Notes:Duke interview #32.; Gros Ventre-Cree Fort Lewis College student.;,
Center of Southwest Studies,Audio,Contact Institution,,,,Thomas L. Compton,James Gower,,,"Oral history interview with Thomas Compton; About Narrator: No info provided.; Collection:M 063: Richard Ellis Papers - BOX 48 ; Notes:Interview conducted by a student in SW 330: Cowboys, Cattlemen and Popular Culture class.; 2005:11002.017 /Accn written on tape 2005:11002.047",
Center of Southwest Studies,Audio,Contact Institution,November,11,2005,Thomas R. Eckenrode,Todd Ellison,"La Plata County, Durango",Education & Schools,"Teachers--Colorado--Durango
Durango (Colo.)--History; About Narrator: Age 70 at the time of the interview (conducted on the 35th anniversary of the date on which he was awarded the Ph.D.); a career faculty member of Fort Lewis College.; Collection:U001: FLC Oral Histories - BOX 45 ; Notes:Interview conducted in the small conference room inside the Delaney Library during what Dr. Eckenrode says really is his final year at Fort Lewis College (currently as the director of the Newman Club), at the conclusion of career of teaching history at Fort Lewis College that began in the fall of 1969. This interview was recorded both on audiotape and on CD (all but the last 10 minutes is on the CD, just before Tom says he has ""absolutely no regrets""; the CD recording appears to be inaudible; the whole interview is on the audiotapes).; 3 Cassette tapes and 2 audio CDs Found in Archives Manager's office and integrated into BOX 45 or 46 by GHG on 12/10/2020 --- VERIFY BOX NUMBER ----",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,December,1,1991,Thomas S. Joe,Delphina E. Joe,,"Sheepherding, Native American, Education & Schools","Sheep herders--New Mexico
Indians of North America--Schools Shiprock (N.M.)--History; About Narrator: Born in Red Valley (Ariz.), 1938.; Collection:U004: Southwest Oral History-Box 9 ; Notes:Background noises.;",
Center of Southwest Studies,Audio,Contact Institution,,,1989,Thomas Wierto,Sherree Gallegas,,,,
Center of Southwest Studies,Audio,Contact Institution,,,,Tim Krebs,Aaron Miller,,,"Oral history interview with Tim Krebs by Aaron Miller; About Narrator: No info provided.; Collection:M 063: Richard Ellis Papers - BOX 48 ; Notes:Interview conducted by a student in SW 330: Cowboys, Cattlemen and Popular Culture class.; 2005:11002.017 / Accn written on tape 2005:11002.065",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",February,14,2001,Timothy McLaughlin,Craig Benally,,,"Four Corners region; About Narrator: No info provided.; Collection:U001: FLC Oral Histories - BOX 40 ; Notes:By and with students of Southwest Studies 341 (oral history). ; Found in Box #41, updated tape #. TA 11/13/2020; in Notes on Interview/File ""No documents in File"" replaced LT 4/19 with info from finding aid",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",April,2,1986,Timothy Prager,na,"Durango, La Plata County",Education & Schools,"Universities and colleges--Colorado--Administration Durango (Colo.)--History; About Narrator: Outgoing president of the Fort Lewis College student body; Collection:U001: FLC Oral Histories - BOX 33 ; Notes:No Transcript present; Taped presentation for the FITE committee re the Colorado State University system governance issue. On one full length and one short production quality reel tape recorded on April 2, 1986, which (two reel tapes) were sealed until 1987 and the end of Bernard Adams' tenure as Fort Lewis College president. The FLC AV department copied these onto two audiotapes in Dec. 1996.;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,March,23,1995,Todd Ellison,Justin Hickman,"Durango, La Plata County",Historic Preservation,"Archives Durango (Colo.)--History; About Narrator: Archivist and Southwest Studies faculty at Fort Lewis College since 8/1991.; Collection:U001: FLC Oral Histories - BOX 26 ; Notes:A brief interview by a student of Fort Lewis College history Prof. R. Bunting who was untrained in oral history interviewing. This audiotaped interview was transcribed by Center of Southwest Studies student worker Brookes Boswell on 3/26/1999 and was edited and formatted by Center Archivist Todd Ellison on March 26, 1999.;",
Center of Southwest Studies,Audio,Contact Institution,September,25,2000,Todd Ellison,Sadie Pace,,,,
Center of Southwest Studies,Audio,Contact Institution,October,24,2002,Todd Ellison,Mike Cleary,,,,
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",January,23,1981,Tom Bolack,Tom Dugan,,,"Farmington (N.M.) History; About Narrator: No info provided.; Collection:U017: Farmington Oral History Project - BOX 27 ; Notes:No folders or documents, tapes only; No releases found;Fort Lewis College Southwest Studies student of Richard Ellis's gave the Center of Southwest Studies the tapes of this series.;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",August,1,1981,Tom Dugan,Diana Hansen,,,"Farmington (N.M.) History; About Narrator: No info provided.; Collection:U017: Farmington Oral History Project - BOX 28 ; Notes:No folders or documents, tapes only; No releases found;Fort Lewis College Southwest Studies student of Richard Ellis's gave the Center of Southwest Studies the tapes of this series.;",
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",November,21,1988,Tom Wheeler,Tom Setzer,,"Navajo, Native American, Trading Posts & Trails","Navajo Indians-Traders, Traders - New Mexico, Navajo Reservation; About Narrator: Trader and owner of the Hogback Trading Post, Waterlow N.M.; Collection:U004: Southwest Oral History -BOX 21 ; Notes:By a Southwest history student of Richard Ellis's.;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,April,7,1993,Tommy Herrera,William Ablao,"Southern Ute Reservation, La Plata County",Ranching,"Ranchers--Colorado--Marvel Depression--Southwest--Biographies Marvel (Colo.)
; About Narrator: No info provided.; Collection:U004: Southwest Oral History-Box 8 ; Notes:Part of a Fort Lewis College Southwest Studies 341 class project on the history of Marvel, Colorado. Transcribed by the student, ending on April 28, 1993.;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",March,1,1989,Unidentified speaker,Unidentified speaker,"Ignacio, La Plata County, Southern Ute Reservation",,"Ignacio (Colo.)--History; About Narrator: No info provided.; Collection:U004: Southwest Oral History - BOX 23 ; Notes:Unlabeled, unidentified 90 minute tape, circa 1988-1991?;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",June,12,1905,Unidentified speaker,Catherine Conrad,,,"Southwest Borderlands (U.S.); About Narrator: No info provided.; Collection:U004: Southwest Oral History - BOX 23 ; Notes:Unidentified speaker; Catherine Conrad only turned it on to get it started. 1988-91?; Catherine Conrad listed on the finding aid as interviewer, but also noted as only turning on the recorder. Put her name as interviewer here to match finding aid",
Center of Southwest Studies,Audio,Contact Institution,August,1,1969,Unidentified speaker,Unidentified speaker,"Silverton, San Juan County","Mining, Banks & Banking","Miners - Colorado - San Juan Basin, Bankers - Colorado - San Juan Basin, Silverton (Colo.) - History; About Narrator: Apparently, a San Juan Heritage KREZ television broadcast series guest speaker. No intro on tape. Initial portion of interview on this tape consists of an older man (NOT John B. Arrington, but may be related to his interview #443) making identifications of persons evidently viewed in photographs or other records. Airport traffic sounds in background.; Collection:U004: Southwest Oral History - BOX 30 ; Notes:On reel to reel tape, copied onto audiocassette for use. Year/ date undetermined ; Found in Box #30, updated tape #. TA 11/11/2020",
Center of Southwest Studies,Audio,Contact Institution,April,19,2001,Venaya J. Yazzie,Colin R. Ben,"Durango, La Plata County",Music,No general subjects listed.; About Narrator: No info provided.; Collection:U001: FLC Oral Histories ; Notes: ; Yazzie was a FLC student; inteview about her singing career,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,April,2,1998,Venaya Yazzie,Clay A. Chase,"Durango, La Plata County",Education & Schools,"College students--Colorado--Durango--Biography
Universities and colleges--Colorado--Durango
Durango (Colo.)--History; About Narrator: Fulltime Fort Lewis College student majoring in English/ Media /Communications. Practicing artist; painter. 3/4 Navajo, 1/4 Hopi.; Collection:U001: FLC Oral Histories - BOX 34 ; Notes:By and with students of Southwest Studies 341 (oral history). This audiotaped interview was transcribed by Center of Southwest Studies student worker Brookes Boswell on 3/1/1999 and was edited and formatted by Center Archivist Todd Ellison on March 5, 1999.; Found in Box #35. TA 11/13/2020",
Center of Southwest Studies,Audio,Contact Institution,April,19,2001,Venaya Yazzie,Colin Ben,,,,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,June,7,1991,Verna Del Porter,Dorothy Zahrt,"Mancos, Montezuma County",Forestry,"Forest ranger lookouts--Colorado--Mancos Jersey Jim Lookout (Mancos District, Colo.); About Narrator: No info provided.; Collection:U010 Box 20: U.S. Forest Service Mancos Project - BOX 15 ; Notes:""Part of the Cherry Creek/Thompson Park oral history interview project. See also different data file, Porterve.dif"";",
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",June,7,1991,Verna Dell Porter,Dorothy Zahrt,"Mancos, Montezuma County",Forestry,"Forest ranger lookouts--Colorado--Mancos Jersey Jim Lookout (Mancos District, Colo.); About Narrator: No info provided.; Collection:U010 Box 1: U.S. Forest Service Mancos Project ; Notes:Basic Release Form that requires only narrator's signature; Part of the Cherry Creek/ Thompson Park oral history interview project. See also different data file, Porterve.dif.;",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,June,13,1905,Verna P. Etsitty,Sharon Jim,,"Navajo, Native American, Arts","Weaving Navajo Indians--Weavers Aneth (Utah)
; About Narrator: No info provided.; Collection:U004: Southwest Oral History-Box 6 ; Notes:Conducted circa 1989-1992 by a student of Richard Ellis's, for Southwest Studies 323 Southwest Indian History class. Transcribed by Center of Southwest Studies staff on Feb. 17, 1993.;",
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",September,11,1992,Vernon (Vernan ?) Anderson,Richard N. Ellis,,,Cities and towns--Colorado--Denver--History; Denver (Colo.)--History; About Narrator: Anderson was a Denver resident; family from Sweden.; Collection:U004: Southwest Oral History - BOX 1 ; Notes:Anderson was a Denver resident; family from Sweden;,
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution, Low Quality",October,14,1994,Victor Castillo,Unidentified Speaker,,,"Four Corners region; About Narrator: No info provided.; Collection:U004: Southwest Oral History - BOX 4 ; Notes:No documents in File; Tape has written: (Tape 2?) and Finding Aid States: (See also Side B of interview #7, Castillo too?) Poor quality recording; background noises.;",
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",September,11,1989,Victor Paulek; Marguerite Paulek,Duane Smith,"Hesperus, La Plata County",Education & Schools,"College students--Colorado--Hesperus--Biography
Universities and colleges--Colorado--Hesperus--History
Fort Lewis (Colo.)--History
; About Narrator: This couple (Vic and Rita) started school at the old Fort Lewis in the fall of 1919.; Collection:U001: FLC Oral Histories - BOX 15 ; Notes:Transcribed by Center of Southwest Studies staff on Jan. 26, 1990.;",
Center of Southwest Studies,Audio,Online,October,29,2001,Victoria D. Romero Coe,Whitney Fletcher-Howell,"Durango, La Plata County","Hispanic, Education & Schools, Racial Relations","Hispanic Americans--Colorado--Durango--Biography Durango (Colo.)--Race relations Durango (Colo.)--Race relations; About Narrator: No biographical questionnaire was completed.; Collection:U004: Southwest Oral History - BOX 41 ; Notes:Discussing discrimination against Hispanics in Durango's schools, and discussing the Durango Latino Education Coalition (DLEC).; MP3 Available online",https://swcenter.fortlewis.edu/finding_aids/mp3/FLCu004640.mp3
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",January,1,1976,Violet Smith,Duane A. Smith,,,No general subjects listed.; About Narrator: No info provided.; Collection:U003: Durango oral history collection - BOX 49 ; Notes:Not sure of dates; two interviews. 1976?? (Catherine brought this audiotape to Todd on 5/8/07.); Accn 1976:01,
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",January,1,1976,Violet Smith,Duane Smith,"Durango, La Plata County",,No general subjects listed.; About Narrator: No info provided.; Collection:U003: Durango Oral Histories ; Notes:Not sure of dates; two interviews. 1976??; Not sure of dates; two interviews. 1976??,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,,,1993,Virginia Ford Schoser,Twila F. Brown,"La Plata County, Pagosa Springs, Archuleta County","Education & Schools, Homesteading","Teachers--Colorado--La Plata County 
Pagosa Springs (Colo.)--History
; About Narrator: Her father homesteaded Turkey Ranch, 18 miles south of Pagosa Springs. She was married to Otto ""Barney"" Schoser and died in 1996.; Collection:U004: Southwest Oral History - BOX 17 ; Notes:Tape 1 is 90 minutes. Interview was continued on 8/23/93. The start of tape #1 is jammed and mangled on the cassette (as of 8/28/2005).; MP3 Files available online. 1993-08-22/1993-08-23",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,May,15,1995,Virginia Lettie,Jeff Brown,,"Archaeology, Historic Preservation","Archaeological museums and collections--New Mexico--Aztec Archaeological parks--New Mexico--Aztec Aztec (N.M.)--History
; About Narrator: No info provided.; Collection:U004: Southwest Oral History- BOX 27 ; Notes:For Dick Ellis's Indian history class. Starts on back of #401. One side only.;",
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",March,1,1989,Virginia Steerman,Kim Linman,"Dolores, Montezuma County","Education & Schools, Agriculture & Farming","Schools - Colorado- Dolores, Farmers - Colorado- Montezuma County, Montezuma County (Colo.); About Narrator: No info provided.; Collection:U004: Southwest Oral History - BOX 19 ; Notes:By a Fort Lewis College Southwest Studies history student of Richard Ellis's; and she transcribed it, too.; box number changed from box 13 GF 11/11/202",
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",April,16,1990,Vivian J. Maxwell,Sari Ross,"La Plata County, Durango",Education & Schools,"Teachers--Oklahoma--Wright City County superintendents--Colorado--La Plata County
Durango (Colo.)--History; About Narrator: No info provided.; Collection:U004: Southwest Oral History - BOX 12 ; Notes: ; Basic Release Form that requires only narrator's signature;",
Center of Southwest Studies,Audio,Contact Institution,October,31,1991,Vivian Jones,Janet E. Spivey,,Forestry,No general subjects listed.; About Narrator: No info provided.; Collection:U.S. Forest Service ; Notes: ; Vivian talks about the discovery of the Dry Mesa Dinosaur Quarry and about her life and interest as a rock hunter. Also talks about her husband Eddie finding dinosaur bones.,
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",,,1991,W. Jane Westenberger,Susan Douglass,,Forestry,About Narrator: USDA Forest Service Career Dates: 1967-1988; Collection:U002 Box 3: U.S Forest Service Oral History Collection ; Notes:No record in Online catalog. Listed in WorldCat https://fortlewiscollege.on.worldcat.org/oclc/41930797; 11/23/1990; 4/15/1991,
Center of Southwest Studies,Audio,Contact Institution,February,18,1984,W.D. Bradbury,,,,,
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",September,13,1967,Wahleah Lujan,Gregory C. Floyd A.; Thompson O'Neil,,Native American,No general subjects listed.; About Narrator: No info provided.; Collection:U008 Box 2: American Indian Oral History Project ; Notes:A Fort Lewis College student from Taos; Miss Indian America.;,
Center of Southwest Studies,"Audio, Transcript","Restricted (no release), Contact Institution",October,2,1991,"Waldemar A. ""Walt"" Winkler",Unidentified speaker,,Forestry,"Forest Rangers - United States Forestry Colorado - History; About Narrator: No info provided.; Collection:U002: U.S Forest Service Oral History Collection - BOX 22 ; Notes:Interviewer didn't sign a release or give identification. Transcribed by Center of Southwest Studies staff on Jan. 28, 1993.; Excel marked release permision as NO but finding aid says YES. Uncertain what it is",
Center of Southwest Studies,"Audio, Transcript",Contact Institution,June,30,1993,"Wallace ""Wally"" Patcheck",Twila F. Brown,"Mancos, Montezuma County",Natural Disasters,Grazing--Colorado--Mancos District Forest fires--Colorado--Mancos District Mancos Ranger District (Colo.); About Narrator: No info provided.; Collection:U010: U.S. Forest Service Mancos Project ; Notes:Part of the Cherry Creek/ Thompson Park oral history interview project.;,
Center of Southwest Studies,Audio,Contact Institution,October,31,1990,"Wallace ""Wally"" Staples",E. Polly Hammer,,Forestry,"No general subjects listed.; About Narrator: No info provided.; Collection:U.S. Forest Service ; Notes: ; Copy Tape #1 1990-11-01. An oral history interview with Wally about his career in the Forest Service, especially his detail to the Lone Cone (1955) and Grand Mesa (1961-75).",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",April,8,1976,Walt Osterhoudt,Duane Smith,"Durango, La Plata County",Oil & Gas,No general subjects listed.; About Narrator: No info provided.; Collection:U003: Durango Oral Histories ; Notes:Sub- Oil Industry.; Sub- Oil Industry.,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,March,2,1992,Walter C. Mason,Barb Fjerstad,"Durango, La Plata County",Education & Schools,"Schools--Colorado--La Plata County
Durango (Colo.)--History; About Narrator: Walt Mason was superintendent of Colorado school district 9R; Collection:U004: Southwest Oral History - BOX 12 ; Notes:Interviewed by a Fort Lewis College Southwest Studies Studies student. ;",
Center of Southwest Studies,Audio,"Restricted (no release), Contact Institution",December,28,1976,Walter C. Mason,Duane Smith,"Pagosa Springs, Archuleta County, Durango, La Plata County",,No general subjects listed.; About Narrator: No info provided.; Collection:U003: Durango Oral Histories ; Notes:Born in Pagosa Springs; grew up and lived in the Durango area; Born in Pagosa Springs; grew up and lived in the Durango area,
Center of Southwest Studies,"Audio, Transcript",Contact Institution,July,19,1989,Walter Conrad,Duane A. Smith,"Bayfield, La Plata County",Law Enforcement,Sheriffs--Colorado--La Plata County Bayfield (Colo.)--History; About Narrator: Since deceased. Son Marvin Conrad signed oral history release on 9/12/2006.; Collection:U004: Southwest Oral History - BOX 5 ; Notes: ;,
Center of Southwest Studies,Audio,Contact Institution,,,,Walter Everett,Cody Moore,,Ranching,"Oral history interview with Walter Everett of Everett Ranchers, Inc.; About Narrator: Everett Ranches Inc.; Collection:M 063: Richard Ellis Papers - BOX 48 ; Notes:Interview conducted by a student in SW 330: Cowboys, Cattlemen and Popular Culture class.; 2005:11002.017 / Accn written on tape 2005:11002.056",
Center of Southwest Studies,Audio,Contact Institution,October,26,1990,Walter W. Jr. Rule,Janet E. Spivey,,Forestry,"No general subjects listed.; About Narrator: No info provided.; Collection:U.S. Forest Service ; Notes: ; Copy Tape #1 1990-10-28, includes all of original tapes #1 and #2. Tape made in Ouray, Colorado on 1990-10-26 by Walter W. Rule Jr. The interview was by Janet Spivey for the Grand Mesa, Uncompahgre and Gunnison National Forest Oral History Project.",
